company_industry,llm_role_category_clean,skill,skill_label,postings_with_skill,total_group_postings,skill_share,skill_share_pct
Finance & Insurance,Data Analyst,skill_data_analysis,Data Analysis,12,20,0.6,60
Finance & Insurance,Data Analyst,skill_reporting,Reporting,12,20,0.6,60
Finance & Insurance,Data Analyst,skill_data_visualization,Data Visualization,5,20,0.25,25
Finance & Insurance,Data Analyst,skill_sql,Sql,5,20,0.25,25
Finance & Insurance,Data Analyst,skill_excel,Excel,3,20,0.15,15
Finance & Insurance,Data Analyst,skill_powerbi,Powerbi,3,20,0.15,15
Finance & Insurance,Data Analyst,skill_python,Python,3,20,0.15,15
Finance & Insurance,Data Analyst,skill_tableau,Tableau,3,20,0.15,15
Finance & Insurance,Data Analyst,skill_cloud,Cloud,2,20,0.1,10
Finance & Insurance,Data Analyst,skill_communication,Communication,1,20,0.05,5
Finance & Insurance,Data Analyst,skill_database,Database,1,20,0.05,5
Finance & Insurance,Data Analyst,skill_etl,Etl,1,20,0.05,5
Finance & Insurance,Data Analyst,skill_machine_learning,Machine Learning,0,20,0,0
Finance & Insurance,Data Analyst,skill_r,R,0,20,0,0
Finance & Insurance,Data Analyst,skill_sas,Sas,0,20,0,0
Finance & Insurance,Data Analyst,skill_statistics,Statistics,0,20,0,0
Finance & Insurance,Data Engineer,skill_data_analysis,Data Analysis,9,29,0.3103448275862069,31.03448275862069
Finance & Insurance,Data Engineer,skill_etl,Etl,8,29,0.27586206896551724,27.586206896551722
Finance & Insurance,Data Engineer,skill_cloud,Cloud,4,29,0.13793103448275862,13.793103448275861
Finance & Insurance,Data Engineer,skill_database,Database,4,29,0.13793103448275862,13.793103448275861
Finance & Insurance,Data Engineer,skill_sql,Sql,4,29,0.13793103448275862,13.793103448275861
Finance & Insurance,Data Engineer,skill_python,Python,3,29,0.10344827586206896,10.344827586206897
Finance & Insurance,Data Engineer,skill_reporting,Reporting,3,29,0.10344827586206896,10.344827586206897
Finance & Insurance,Data Engineer,skill_machine_learning,Machine Learning,2,29,0.06896551724137931,6.896551724137931
Finance & Insurance,Data Engineer,skill_communication,Communication,0,29,0,0
Finance & Insurance,Data Engineer,skill_data_visualization,Data Visualization,0,29,0,0
Finance & Insurance,Data Engineer,skill_excel,Excel,0,29,0,0
Finance & Insurance,Data Engineer,skill_powerbi,Powerbi,0,29,0,0
Finance & Insurance,Data Engineer,skill_r,R,0,29,0,0
Finance & Insurance,Data Engineer,skill_sas,Sas,0,29,0,0
Finance & Insurance,Data Engineer,skill_statistics,Statistics,0,29,0,0
Finance & Insurance,Data Engineer,skill_tableau,Tableau,0,29,0,0
Finance & Insurance,Data Scientist,skill_data_analysis,Data Analysis,6,15,0.4,40
Finance & Insurance,Data Scientist,skill_machine_learning,Machine Learning,4,15,0.26666666666666666,26.666666666666668
Finance & Insurance,Data Scientist,skill_reporting,Reporting,2,15,0.13333333333333333,13.333333333333334
Finance & Insurance,Data Scientist,skill_communication,Communication,1,15,0.06666666666666667,6.666666666666667
Finance & Insurance,Data Scientist,skill_etl,Etl,1,15,0.06666666666666667,6.666666666666667
Finance & Insurance,Data Scientist,skill_python,Python,1,15,0.06666666666666667,6.666666666666667
Finance & Insurance,Data Scientist,skill_sql,Sql,1,15,0.06666666666666667,6.666666666666667
Finance & Insurance,Data Scientist,skill_cloud,Cloud,0,15,0,0
Finance & Insurance,Data Scientist,skill_data_visualization,Data Visualization,0,15,0,0
Finance & Insurance,Data Scientist,skill_database,Database,0,15,0,0
Finance & Insurance,Data Scientist,skill_excel,Excel,0,15,0,0
Finance & Insurance,Data Scientist,skill_powerbi,Powerbi,0,15,0,0
Finance & Insurance,Data Scientist,skill_r,R,0,15,0,0
Finance & Insurance,Data Scientist,skill_sas,Sas,0,15,0,0
Finance & Insurance,Data Scientist,skill_statistics,Statistics,0,15,0,0
Finance & Insurance,Data Scientist,skill_tableau,Tableau,0,15,0,0
Finance & Insurance,Database Role,skill_database,Database,10,10,1,100
Finance & Insurance,Database Role,skill_cloud,Cloud,0,10,0,0
Finance & Insurance,Database Role,skill_communication,Communication,0,10,0,0
Finance & Insurance,Database Role,skill_data_analysis,Data Analysis,0,10,0,0
Finance & Insurance,Database Role,skill_data_visualization,Data Visualization,0,10,0,0
Finance & Insurance,Database Role,skill_etl,Etl,0,10,0,0
Finance & Insurance,Database Role,skill_excel,Excel,0,10,0,0
Finance & Insurance,Database Role,skill_machine_learning,Machine Learning,0,10,0,0
Finance & Insurance,Database Role,skill_powerbi,Powerbi,0,10,0,0
Finance & Insurance,Database Role,skill_python,Python,0,10,0,0
Finance & Insurance,Database Role,skill_r,R,0,10,0,0
Finance & Insurance,Database Role,skill_reporting,Reporting,0,10,0,0
Finance & Insurance,Database Role,skill_sas,Sas,0,10,0,0
Finance & Insurance,Database Role,skill_sql,Sql,0,10,0,0
Finance & Insurance,Database Role,skill_statistics,Statistics,0,10,0,0
Finance & Insurance,Database Role,skill_tableau,Tableau,0,10,0,0
Finance & Insurance,Financial Analyst,skill_reporting,Reporting,41,78,0.5256410256410257,52.56410256410257
Finance & Insurance,Financial Analyst,skill_data_analysis,Data Analysis,36,78,0.46153846153846156,46.15384615384615
Finance & Insurance,Financial Analyst,skill_communication,Communication,6,78,0.07692307692307693,7.6923076923076925
Finance & Insurance,Financial Analyst,skill_cloud,Cloud,1,78,0.01282051282051282,1.282051282051282
Finance & Insurance,Financial Analyst,skill_excel,Excel,1,78,0.01282051282051282,1.282051282051282
Finance & Insurance,Financial Analyst,skill_r,R,1,78,0.01282051282051282,1.282051282051282
Finance & Insurance,Financial Analyst,skill_data_visualization,Data Visualization,0,78,0,0
Finance & Insurance,Financial Analyst,skill_database,Database,0,78,0,0
Finance & Insurance,Financial Analyst,skill_etl,Etl,0,78,0,0
Finance & Insurance,Financial Analyst,skill_machine_learning,Machine Learning,0,78,0,0
Finance & Insurance,Financial Analyst,skill_powerbi,Powerbi,0,78,0,0
Finance & Insurance,Financial Analyst,skill_python,Python,0,78,0,0
Finance & Insurance,Financial Analyst,skill_sas,Sas,0,78,0,0
Finance & Insurance,Financial Analyst,skill_sql,Sql,0,78,0,0
Finance & Insurance,Financial Analyst,skill_statistics,Statistics,0,78,0,0
Finance & Insurance,Financial Analyst,skill_tableau,Tableau,0,78,0,0
Finance & Insurance,Market Research Analyst,skill_data_analysis,Data Analysis,16,28,0.5714285714285714,57.14285714285714
Finance & Insurance,Market Research Analyst,skill_database,Database,2,28,0.07142857142857142,7.142857142857142
Finance & Insurance,Market Research Analyst,skill_cloud,Cloud,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_communication,Communication,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_data_visualization,Data Visualization,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_etl,Etl,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_excel,Excel,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_machine_learning,Machine Learning,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_powerbi,Powerbi,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_python,Python,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_r,R,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_reporting,Reporting,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_sas,Sas,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_sql,Sql,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_statistics,Statistics,0,28,0,0
Finance & Insurance,Market Research Analyst,skill_tableau,Tableau,0,28,0,0
Finance & Insurance,Operations Analyst,skill_reporting,Reporting,5,26,0.19230769230769232,19.230769230769234
Finance & Insurance,Operations Analyst,skill_data_analysis,Data Analysis,4,26,0.15384615384615385,15.384615384615385
Finance & Insurance,Operations Analyst,skill_cloud,Cloud,2,26,0.07692307692307693,7.6923076923076925
Finance & Insurance,Operations Analyst,skill_communication,Communication,1,26,0.038461538461538464,3.8461538461538463
Finance & Insurance,Operations Analyst,skill_database,Database,1,26,0.038461538461538464,3.8461538461538463
Finance & Insurance,Operations Analyst,skill_excel,Excel,1,26,0.038461538461538464,3.8461538461538463
Finance & Insurance,Operations Analyst,skill_data_visualization,Data Visualization,0,26,0,0
Finance & Insurance,Operations Analyst,skill_etl,Etl,0,26,0,0
Finance & Insurance,Operations Analyst,skill_machine_learning,Machine Learning,0,26,0,0
Finance & Insurance,Operations Analyst,skill_powerbi,Powerbi,0,26,0,0
Finance & Insurance,Operations Analyst,skill_python,Python,0,26,0,0
Finance & Insurance,Operations Analyst,skill_r,R,0,26,0,0
Finance & Insurance,Operations Analyst,skill_sas,Sas,0,26,0,0
Finance & Insurance,Operations Analyst,skill_sql,Sql,0,26,0,0
Finance & Insurance,Operations Analyst,skill_statistics,Statistics,0,26,0,0
Finance & Insurance,Operations Analyst,skill_tableau,Tableau,0,26,0,0
Finance & Insurance,Other Data/Analytics Role,skill_data_analysis,Data Analysis,1,7,0.14285714285714285,14.285714285714285
Finance & Insurance,Other Data/Analytics Role,skill_cloud,Cloud,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_communication,Communication,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_data_visualization,Data Visualization,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_database,Database,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_etl,Etl,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_excel,Excel,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_machine_learning,Machine Learning,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_powerbi,Powerbi,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_python,Python,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_r,R,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_reporting,Reporting,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_sas,Sas,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_sql,Sql,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_statistics,Statistics,0,7,0,0
Finance & Insurance,Other Data/Analytics Role,skill_tableau,Tableau,0,7,0,0
Finance & Insurance,Product Analyst,skill_data_analysis,Data Analysis,11,44,0.25,25
Finance & Insurance,Product Analyst,skill_communication,Communication,3,44,0.06818181818181818,6.8181818181818175
Finance & Insurance,Product Analyst,skill_reporting,Reporting,2,44,0.045454545454545456,4.545454545454546
Finance & Insurance,Product Analyst,skill_python,Python,1,44,0.022727272727272728,2.272727272727273
Finance & Insurance,Product Analyst,skill_r,R,1,44,0.022727272727272728,2.272727272727273
Finance & Insurance,Product Analyst,skill_sql,Sql,1,44,0.022727272727272728,2.272727272727273
Finance & Insurance,Product Analyst,skill_cloud,Cloud,0,44,0,0
Finance & Insurance,Product Analyst,skill_data_visualization,Data Visualization,0,44,0,0
Finance & Insurance,Product Analyst,skill_database,Database,0,44,0,0
Finance & Insurance,Product Analyst,skill_etl,Etl,0,44,0,0
Finance & Insurance,Product Analyst,skill_excel,Excel,0,44,0,0
Finance & Insurance,Product Analyst,skill_machine_learning,Machine Learning,0,44,0,0
Finance & Insurance,Product Analyst,skill_powerbi,Powerbi,0,44,0,0
Finance & Insurance,Product Analyst,skill_sas,Sas,0,44,0,0
Finance & Insurance,Product Analyst,skill_statistics,Statistics,0,44,0,0
Finance & Insurance,Product Analyst,skill_tableau,Tableau,0,44,0,0
Finance & Insurance,Reporting Analyst,skill_reporting,Reporting,32,32,1,100
Finance & Insurance,Reporting Analyst,skill_data_analysis,Data Analysis,19,32,0.59375,59.375
Finance & Insurance,Reporting Analyst,skill_communication,Communication,2,32,0.0625,6.25
Finance & Insurance,Reporting Analyst,skill_data_visualization,Data Visualization,1,32,0.03125,3.125
Finance & Insurance,Reporting Analyst,skill_statistics,Statistics,1,32,0.03125,3.125
Finance & Insurance,Reporting Analyst,skill_cloud,Cloud,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_database,Database,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_etl,Etl,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_excel,Excel,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_machine_learning,Machine Learning,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_powerbi,Powerbi,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_python,Python,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_r,R,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_sas,Sas,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_sql,Sql,0,32,0,0
Finance & Insurance,Reporting Analyst,skill_tableau,Tableau,0,32,0,0
Government / Public Sector,Analytics Manager,skill_data_analysis,Data Analysis,1,1,1,100
Government / Public Sector,Analytics Manager,skill_cloud,Cloud,0,1,0,0
Government / Public Sector,Analytics Manager,skill_communication,Communication,0,1,0,0
Government / Public Sector,Analytics Manager,skill_data_visualization,Data Visualization,0,1,0,0
Government / Public Sector,Analytics Manager,skill_database,Database,0,1,0,0
Government / Public Sector,Analytics Manager,skill_etl,Etl,0,1,0,0
Government / Public Sector,Analytics Manager,skill_excel,Excel,0,1,0,0
Government / Public Sector,Analytics Manager,skill_machine_learning,Machine Learning,0,1,0,0
Government / Public Sector,Analytics Manager,skill_powerbi,Powerbi,0,1,0,0
Government / Public Sector,Analytics Manager,skill_python,Python,0,1,0,0
Government / Public Sector,Analytics Manager,skill_r,R,0,1,0,0
Government / Public Sector,Analytics Manager,skill_reporting,Reporting,0,1,0,0
Government / Public Sector,Analytics Manager,skill_sas,Sas,0,1,0,0
Government / Public Sector,Analytics Manager,skill_sql,Sql,0,1,0,0
Government / Public Sector,Analytics Manager,skill_statistics,Statistics,0,1,0,0
Government / Public Sector,Analytics Manager,skill_tableau,Tableau,0,1,0,0
Government / Public Sector,Business Analyst,skill_data_analysis,Data Analysis,3,16,0.1875,18.75
Government / Public Sector,Business Analyst,skill_cloud,Cloud,1,16,0.0625,6.25
Government / Public Sector,Business Analyst,skill_communication,Communication,1,16,0.0625,6.25
Government / Public Sector,Business Analyst,skill_sql,Sql,1,16,0.0625,6.25
Government / Public Sector,Business Analyst,skill_data_visualization,Data Visualization,0,16,0,0
Government / Public Sector,Business Analyst,skill_database,Database,0,16,0,0
Government / Public Sector,Business Analyst,skill_etl,Etl,0,16,0,0
Government / Public Sector,Business Analyst,skill_excel,Excel,0,16,0,0
Government / Public Sector,Business Analyst,skill_machine_learning,Machine Learning,0,16,0,0
Government / Public Sector,Business Analyst,skill_powerbi,Powerbi,0,16,0,0
Government / Public Sector,Business Analyst,skill_python,Python,0,16,0,0
Government / Public Sector,Business Analyst,skill_r,R,0,16,0,0
Government / Public Sector,Business Analyst,skill_reporting,Reporting,0,16,0,0
Government / Public Sector,Business Analyst,skill_sas,Sas,0,16,0,0
Government / Public Sector,Business Analyst,skill_statistics,Statistics,0,16,0,0
Government / Public Sector,Business Analyst,skill_tableau,Tableau,0,16,0,0
Government / Public Sector,Business Intelligence,skill_reporting,Reporting,3,4,0.75,75
Government / Public Sector,Business Intelligence,skill_powerbi,Powerbi,1,4,0.25,25
Government / Public Sector,Business Intelligence,skill_cloud,Cloud,0,4,0,0
Government / Public Sector,Business Intelligence,skill_communication,Communication,0,4,0,0
Government / Public Sector,Business Intelligence,skill_data_analysis,Data Analysis,0,4,0,0
Government / Public Sector,Business Intelligence,skill_data_visualization,Data Visualization,0,4,0,0
Government / Public Sector,Business Intelligence,skill_database,Database,0,4,0,0
Government / Public Sector,Business Intelligence,skill_etl,Etl,0,4,0,0
Government / Public Sector,Business Intelligence,skill_excel,Excel,0,4,0,0
Government / Public Sector,Business Intelligence,skill_machine_learning,Machine Learning,0,4,0,0
Government / Public Sector,Business Intelligence,skill_python,Python,0,4,0,0
Government / Public Sector,Business Intelligence,skill_r,R,0,4,0,0
Government / Public Sector,Business Intelligence,skill_sas,Sas,0,4,0,0
Government / Public Sector,Business Intelligence,skill_sql,Sql,0,4,0,0
Government / Public Sector,Business Intelligence,skill_statistics,Statistics,0,4,0,0
Government / Public Sector,Business Intelligence,skill_tableau,Tableau,0,4,0,0
Government / Public Sector,Data Analyst,skill_data_analysis,Data Analysis,8,18,0.4444444444444444,44.44444444444444
Government / Public Sector,Data Analyst,skill_database,Database,6,18,0.3333333333333333,33.33333333333333
Government / Public Sector,Data Analyst,skill_reporting,Reporting,3,18,0.16666666666666666,16.666666666666664
Government / Public Sector,Data Analyst,skill_excel,Excel,2,18,0.1111111111111111,11.11111111111111
Government / Public Sector,Data Analyst,skill_sql,Sql,2,18,0.1111111111111111,11.11111111111111
Government / Public Sector,Data Analyst,skill_cloud,Cloud,1,18,0.05555555555555555,5.555555555555555
Government / Public Sector,Data Analyst,skill_data_visualization,Data Visualization,1,18,0.05555555555555555,5.555555555555555
Government / Public Sector,Data Analyst,skill_communication,Communication,0,18,0,0
Government / Public Sector,Data Analyst,skill_etl,Etl,0,18,0,0
Government / Public Sector,Data Analyst,skill_machine_learning,Machine Learning,0,18,0,0
Government / Public Sector,Data Analyst,skill_powerbi,Powerbi,0,18,0,0
Government / Public Sector,Data Analyst,skill_python,Python,0,18,0,0
Government / Public Sector,Data Analyst,skill_r,R,0,18,0,0
Government / Public Sector,Data Analyst,skill_sas,Sas,0,18,0,0
Government / Public Sector,Data Analyst,skill_statistics,Statistics,0,18,0,0
Government / Public Sector,Data Analyst,skill_tableau,Tableau,0,18,0,0
Government / Public Sector,Data Engineer,skill_etl,Etl,4,8,0.5,50
Government / Public Sector,Data Engineer,skill_data_analysis,Data Analysis,3,8,0.375,37.5
Government / Public Sector,Data Engineer,skill_cloud,Cloud,2,8,0.25,25
Government / Public Sector,Data Engineer,skill_database,Database,1,8,0.125,12.5
Government / Public Sector,Data Engineer,skill_sql,Sql,1,8,0.125,12.5
Government / Public Sector,Data Engineer,skill_communication,Communication,0,8,0,0
Government / Public Sector,Data Engineer,skill_data_visualization,Data Visualization,0,8,0,0
Government / Public Sector,Data Engineer,skill_excel,Excel,0,8,0,0
Government / Public Sector,Data Engineer,skill_machine_learning,Machine Learning,0,8,0,0
Government / Public Sector,Data Engineer,skill_powerbi,Powerbi,0,8,0,0
Government / Public Sector,Data Engineer,skill_python,Python,0,8,0,0
Government / Public Sector,Data Engineer,skill_r,R,0,8,0,0
Government / Public Sector,Data Engineer,skill_reporting,Reporting,0,8,0,0
Government / Public Sector,Data Engineer,skill_sas,Sas,0,8,0,0
Government / Public Sector,Data Engineer,skill_statistics,Statistics,0,8,0,0
Government / Public Sector,Data Engineer,skill_tableau,Tableau,0,8,0,0
Government / Public Sector,Data Scientist,skill_data_analysis,Data Analysis,4,14,0.2857142857142857,28.57142857142857
Government / Public Sector,Data Scientist,skill_machine_learning,Machine Learning,3,14,0.21428571428571427,21.428571428571427
Government / Public Sector,Data Scientist,skill_statistics,Statistics,1,14,0.07142857142857142,7.142857142857142
Government / Public Sector,Data Scientist,skill_cloud,Cloud,0,14,0,0
Government / Public Sector,Data Scientist,skill_communication,Communication,0,14,0,0
Government / Public Sector,Data Scientist,skill_data_visualization,Data Visualization,0,14,0,0
Government / Public Sector,Data Scientist,skill_database,Database,0,14,0,0
Government / Public Sector,Data Scientist,skill_etl,Etl,0,14,0,0
Government / Public Sector,Data Scientist,skill_excel,Excel,0,14,0,0
Government / Public Sector,Data Scientist,skill_powerbi,Powerbi,0,14,0,0
Government / Public Sector,Data Scientist,skill_python,Python,0,14,0,0
Government / Public Sector,Data Scientist,skill_r,R,0,14,0,0
Government / Public Sector,Data Scientist,skill_reporting,Reporting,0,14,0,0
Government / Public Sector,Data Scientist,skill_sas,Sas,0,14,0,0
Government / Public Sector,Data Scientist,skill_sql,Sql,0,14,0,0
Government / Public Sector,Data Scientist,skill_tableau,Tableau,0,14,0,0
Government / Public Sector,Database Role,skill_database,Database,65,65,1,100
Government / Public Sector,Database Role,skill_data_analysis,Data Analysis,11,65,0.16923076923076924,16.923076923076923
Government / Public Sector,Database Role,skill_reporting,Reporting,5,65,0.07692307692307693,7.6923076923076925
Government / Public Sector,Database Role,skill_sql,Sql,4,65,0.06153846153846154,6.153846153846154
Government / Public Sector,Database Role,skill_data_visualization,Data Visualization,2,65,0.03076923076923077,3.076923076923077
Government / Public Sector,Database Role,skill_python,Python,2,65,0.03076923076923077,3.076923076923077
Government / Public Sector,Database Role,skill_statistics,Statistics,2,65,0.03076923076923077,3.076923076923077
Government / Public Sector,Database Role,skill_communication,Communication,1,65,0.015384615384615385,1.5384615384615385
Government / Public Sector,Database Role,skill_cloud,Cloud,0,65,0,0
Government / Public Sector,Database Role,skill_etl,Etl,0,65,0,0
Government / Public Sector,Database Role,skill_excel,Excel,0,65,0,0
Government / Public Sector,Database Role,skill_machine_learning,Machine Learning,0,65,0,0
Government / Public Sector,Database Role,skill_powerbi,Powerbi,0,65,0,0
Government / Public Sector,Database Role,skill_r,R,0,65,0,0
Government / Public Sector,Database Role,skill_sas,Sas,0,65,0,0
Government / Public Sector,Database Role,skill_tableau,Tableau,0,65,0,0
Government / Public Sector,Financial Analyst,skill_data_analysis,Data Analysis,3,7,0.42857142857142855,42.857142857142854
Government / Public Sector,Financial Analyst,skill_reporting,Reporting,3,7,0.42857142857142855,42.857142857142854
Government / Public Sector,Financial Analyst,skill_excel,Excel,1,7,0.14285714285714285,14.285714285714285
Government / Public Sector,Financial Analyst,skill_powerbi,Powerbi,1,7,0.14285714285714285,14.285714285714285
Government / Public Sector,Financial Analyst,skill_cloud,Cloud,0,7,0,0
Government / Public Sector,Financial Analyst,skill_communication,Communication,0,7,0,0
Government / Public Sector,Financial Analyst,skill_data_visualization,Data Visualization,0,7,0,0
Government / Public Sector,Financial Analyst,skill_database,Database,0,7,0,0
Government / Public Sector,Financial Analyst,skill_etl,Etl,0,7,0,0
Government / Public Sector,Financial Analyst,skill_machine_learning,Machine Learning,0,7,0,0
Government / Public Sector,Financial Analyst,skill_python,Python,0,7,0,0
Government / Public Sector,Financial Analyst,skill_r,R,0,7,0,0
Government / Public Sector,Financial Analyst,skill_sas,Sas,0,7,0,0
Government / Public Sector,Financial Analyst,skill_sql,Sql,0,7,0,0
Government / Public Sector,Financial Analyst,skill_statistics,Statistics,0,7,0,0
Government / Public Sector,Financial Analyst,skill_tableau,Tableau,0,7,0,0
Government / Public Sector,Market Research Analyst,skill_cloud,Cloud,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_communication,Communication,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_data_analysis,Data Analysis,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_data_visualization,Data Visualization,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_database,Database,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_etl,Etl,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_excel,Excel,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_machine_learning,Machine Learning,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_powerbi,Powerbi,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_python,Python,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_r,R,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_reporting,Reporting,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_sas,Sas,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_sql,Sql,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_statistics,Statistics,0,1,0,0
Government / Public Sector,Market Research Analyst,skill_tableau,Tableau,0,1,0,0
Government / Public Sector,Operations Analyst,skill_data_analysis,Data Analysis,7,20,0.35,35
Government / Public Sector,Operations Analyst,skill_communication,Communication,2,20,0.1,10
Government / Public Sector,Operations Analyst,skill_r,R,1,20,0.05,5
Government / Public Sector,Operations Analyst,skill_reporting,Reporting,1,20,0.05,5
Government / Public Sector,Operations Analyst,skill_cloud,Cloud,0,20,0,0
Government / Public Sector,Operations Analyst,skill_data_visualization,Data Visualization,0,20,0,0
Government / Public Sector,Operations Analyst,skill_database,Database,0,20,0,0
Government / Public Sector,Operations Analyst,skill_etl,Etl,0,20,0,0
Government / Public Sector,Operations Analyst,skill_excel,Excel,0,20,0,0
Government / Public Sector,Operations Analyst,skill_machine_learning,Machine Learning,0,20,0,0
Government / Public Sector,Operations Analyst,skill_powerbi,Powerbi,0,20,0,0
Government / Public Sector,Operations Analyst,skill_python,Python,0,20,0,0
Government / Public Sector,Operations Analyst,skill_sas,Sas,0,20,0,0
Government / Public Sector,Operations Analyst,skill_sql,Sql,0,20,0,0
Government / Public Sector,Operations Analyst,skill_statistics,Statistics,0,20,0,0
Government / Public Sector,Operations Analyst,skill_tableau,Tableau,0,20,0,0
Government / Public Sector,Other Data/Analytics Role,skill_data_analysis,Data Analysis,16,31,0.5161290322580645,51.61290322580645
Government / Public Sector,Other Data/Analytics Role,skill_cloud,Cloud,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_communication,Communication,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_data_visualization,Data Visualization,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_database,Database,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_etl,Etl,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_excel,Excel,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_machine_learning,Machine Learning,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_powerbi,Powerbi,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_python,Python,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_r,R,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_reporting,Reporting,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_sas,Sas,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_sql,Sql,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_statistics,Statistics,0,31,0,0
Government / Public Sector,Other Data/Analytics Role,skill_tableau,Tableau,0,31,0,0
Government / Public Sector,Product Analyst,skill_cloud,Cloud,0,3,0,0
Government / Public Sector,Product Analyst,skill_communication,Communication,0,3,0,0
Government / Public Sector,Product Analyst,skill_data_analysis,Data Analysis,0,3,0,0
Government / Public Sector,Product Analyst,skill_data_visualization,Data Visualization,0,3,0,0
Government / Public Sector,Product Analyst,skill_database,Database,0,3,0,0
Government / Public Sector,Product Analyst,skill_etl,Etl,0,3,0,0
Government / Public Sector,Product Analyst,skill_excel,Excel,0,3,0,0
Government / Public Sector,Product Analyst,skill_machine_learning,Machine Learning,0,3,0,0
Government / Public Sector,Product Analyst,skill_powerbi,Powerbi,0,3,0,0
Government / Public Sector,Product Analyst,skill_python,Python,0,3,0,0
Government / Public Sector,Product Analyst,skill_r,R,0,3,0,0
Government / Public Sector,Product Analyst,skill_reporting,Reporting,0,3,0,0
Government / Public Sector,Product Analyst,skill_sas,Sas,0,3,0,0
Government / Public Sector,Product Analyst,skill_sql,Sql,0,3,0,0
Government / Public Sector,Product Analyst,skill_statistics,Statistics,0,3,0,0
Government / Public Sector,Product Analyst,skill_tableau,Tableau,0,3,0,0
Government / Public Sector,Reporting Analyst,skill_reporting,Reporting,5,5,1,100
Government / Public Sector,Reporting Analyst,skill_data_visualization,Data Visualization,2,5,0.4,40
Government / Public Sector,Reporting Analyst,skill_data_analysis,Data Analysis,1,5,0.2,20
Government / Public Sector,Reporting Analyst,skill_database,Database,1,5,0.2,20
Government / Public Sector,Reporting Analyst,skill_powerbi,Powerbi,1,5,0.2,20
Government / Public Sector,Reporting Analyst,skill_cloud,Cloud,0,5,0,0
Government / Public Sector,Reporting Analyst,skill_communication,Communication,0,5,0,0
Government / Public Sector,Reporting Analyst,skill_etl,Etl,0,5,0,0
Government / Public Sector,Reporting Analyst,skill_excel,Excel,0,5,0,0
